Test MM3,
Time (s),Flame Heights (m)
439.6428571,1.612025316
439.6785714,1.361392405
439.7142857,1.361392405
439.75,1.384177215
439.7857143,1.498101266
439.8214286,1.443037975
439.8571429,1.610126582
439.8928571,1.574050633
439.9285714,1.528481013
439.9642857,1.612025316
440,1.608227848
440.0357143,1.532278481
440.0714286,1.532278481
440.1071429,1.619620253
440.1428571,1.612025316
440.1785714,1.613924051
440.2142857,1.615822785
440.25,1.574050633
440.2857143,1.560759494
440.3214286,1.422151899
440.3571429,1.60443038
440.3928571,1.60443038
440.4285714,1.589240506
440.4642857,1.612025316
440.5,1.612025316
440.5357143,1.613924051
440.5714286,1.612025316
440.6071429,1.613924051
440.6428571,1.553164557
440.6785714,1.615822785
440.7142857,1.615822785
440.75,1.615822785
440.7857143,1.541772152
440.8214286,1.543670886
440.8571429,1.560759494
440.8928571,1.473417722
440.9285714,1.505696203
440.9642857,1.593037975
459,1.429746835
459.0357143,1.513291139
459.0714286,1.511392405
459.1071429,1.615822785
459.1428571,1.613924051
459.1785714,1.613924051
459.2142857,1.612025316
459.25,1.505696203
459.2857143,1.484810127
459.3214286,1.574050633
459.3571429,1.574050633
459.3928571,1.572151899
459.4285714,1.613924051
459.4642857,1.612025316
459.5,1.615822785
459.5357143,1.615822785
459.5714286,1.615822785
459.6071429,1.613924051
459.6428571,1.613924051
459.6785714,1.610126582
459.7142857,1.610126582
459.75,1.530379747
459.7857143,1.482911392
459.8214286,1.401265823
459.8571429,1.501898734
459.8928571,1.613924051
459.9285714,1.613924051
459.9642857,1.613924051
460,1.613924051
460.0357143,1.593037975
460.0714286,1.593037975
460.1071429,1.458227848
460.1428571,1.382278481
460.1785714,1.391772152
460.2142857,1.558860759
460.25,1.300632911
460.2857143,1.24556962
460.3214286,1.35
460.3571429,1.549367089
460.3928571,1.549367089
460.4285714,1.615822785
460.4642857,1.615822785
460.5,1.612025316
460.5357143,1.613924051
460.5714286,1.613924051
460.6071429,1.513291139
460.6428571,1.486708861
460.6785714,1.494303797
460.7142857,1.494303797
460.75,1.184810127
460.7857143,1.399367089
460.8214286,1.427848101
460.8571429,1.503797468
460.8928571,1.482911392
460.9285714,1.482911392
460.9642857,1.558860759
479,1.135443038
479.0357143,1.346202532
479.0714286,1.346202532
479.1071429,1.547468354
479.1428571,1.515189873
479.1785714,1.613924051
479.2142857,1.610126582
479.25,1.612025316
479.2857143,1.610126582
479.3214286,1.613924051
479.3571429,1.610126582
479.3928571,1.610126582
479.4285714,1.58164557
479.4642857,1.458227848
479.5,1.148734177
479.5357143,1.059493671
479.5714286,1.224683544
479.6071429,1.232278481
479.6428571,1.315822785
479.6785714,1.498101266
479.7142857,1.498101266
479.75,1.543670886
479.7857143,1.07278481
479.8214286,1.285443038
479.8571429,1.467721519
479.8928571,1.399367089
479.9285714,1.032911392
479.9642857,1.47721519
480,1.255063291
480.0357143,1.460126582
480.0714286,1.460126582
480.1071429,1.596835443
480.1428571,1.608227848
480.1785714,1.547468354
480.2142857,1.613924051
480.25,1.610126582
480.2857143,1.338607595
480.3214286,1.376582278
480.3571429,1.613924051
480.3928571,1.613924051
480.4285714,1.492405063
480.4642857,1.473417722
480.5,1.594936709
480.5357143,1.256962025
480.5714286,1.429746835
480.6071429,1.612025316
480.6428571,1.612025316
480.6785714,1.612025316
480.7142857,1.612025316
480.75,1.610126582
480.7857143,1.610126582
480.8214286,1.490506329
480.8571429,1.397468354
480.8928571,1.353797468
480.9285714,1.482911392
480.9642857,1.610126582
499,1.424050633
499.0357143,1.610126582
499.0714286,1.610126582
499.1071429,1.612025316
499.1428571,1.482911392
499.1785714,1.612025316
499.2142857,1.562658228
499.25,1.093670886
499.2857143,1.315822785
499.3214286,1.425949367
499.3571429,1.606329114
499.3928571,1.606329114
499.4285714,1.39556962
499.4642857,1.17721519
499.5,1.458227848
499.5357143,1.312025316
499.5714286,1.266455696
499.6071429,1.437341772
499.6428571,1.610126582
499.6785714,1.433544304
499.7142857,1.433544304
499.75,1.467721519
499.7857143,1.198101266
499.8214286,1.310126582
499.8571429,1.312025316
499.8928571,1.414556962
499.9285714,1.361392405
499.9642857,1.513291139
500,1.608227848
500.0357143,1.610126582
500.0714286,1.610126582
500.1071429,1.610126582
500.1428571,1.534177215
500.1785714,1.615822785
500.2142857,1.594936709
500.25,0.844936709
500.2857143,1.087974684
500.3214286,1.194303797
500.3571429,1.410759494
500.3928571,1.410759494
500.4285714,1.608227848
500.4642857,1.608227848
500.5,1.560759494
500.5357143,1.612025316
500.5714286,1.612025316
500.6071429,1.564556962
500.6428571,1.610126582
500.6785714,1.287341772
500.7142857,1.287341772
500.75,1.397468354
500.7857143,1.437341772
500.8214286,1.505696203
500.8571429,1.610126582
500.8928571,1.612025316
500.9285714,1.589240506
500.9642857,1.610126582
519,1.467721519
519.0357143,1.613924051
519.0714286,1.613924051
519.1071429,1.28164557
519.1428571,1.486708861
519.1785714,1.441139241
519.2142857,1.467721519
519.25,1.272151899
519.2857143,1.437341772
519.3214286,1.608227848
519.3571429,1.558860759
519.3928571,1.558860759
519.4285714,1.612025316
519.4642857,1.437341772
519.5,1.615822785
519.5357143,1.608227848
519.5714286,1.467721519
519.6071429,1.534177215
519.6428571,1.171518987
519.6785714,1.353797468
519.7142857,1.353797468
519.75,1.467721519
519.7857143,1.45443038
519.8214286,1.437341772
519.8571429,1.346202532
519.8928571,1.58164557
519.9285714,1.547468354
519.9642857,1.391772152
520,1.555063291
520.0357143,1.589240506
520.0714286,1.589240506
520.1071429,1.610126582
520.1428571,0.882911392
520.1785714,0.848734177
520.2142857,1.000632911
520.25,1.023417722
520.2857143,1.078481013
520.3214286,1.179113924
520.3571429,1.382278481
520.3928571,1.382278481
520.4285714,1.414556962
520.4642857,1.513291139
520.5,0.913291139
520.5357143,1.087974684
520.5714286,1.270253165
520.6071429,1.537974684
520.6428571,1.570253165
520.6785714,1.334810127
520.7142857,1.334810127
520.75,1.169620253
520.7857143,1.266455696
520.8214286,1.425949367
520.8571429,1.410759494
520.8928571,1.610126582
520.9285714,1.608227848
520.9642857,1.612025316
539,1.613924051
539.0357143,1.02721519
539.0714286,1.025316456
539.1071429,1.239873418
539.1428571,1.237974684
539.1785714,1.194303797
539.2142857,1.141139241
539.25,0.803164557
539.2857143,0.951265823
539.3214286,1.103164557
539.3571429,1.342405063
539.3928571,1.342405063
539.4285714,1.587341772
539.4642857,1.613924051
539.5,1.612025316
539.5357143,1.610126582
539.5714286,1.076582278
539.6071429,1.325316456
539.6428571,1.579746835
539.6785714,1.467721519
539.7142857,1.467721519
539.75,1.422151899
539.7857143,1.012025316
539.8214286,1.194303797
539.8571429,1.422151899
539.8928571,1.612025316
539.9285714,1.612025316
539.9642857,1.610126582
540,1.443037975
540.0357143,1.198101266
540.0714286,1.198101266
540.1071429,1.384177215
540.1428571,1.574050633
540.1785714,1.518987342
540.2142857,1.608227848
540.25,1.610126582
540.2857143,1.473417722
540.3214286,1.032911392
540.3571429,1.080379747
540.3928571,1.080379747
540.4285714,1.224683544
540.4642857,1.300632911
540.5,1.414556962
540.5357143,1.467721519
540.5714286,0.956962025
540.6071429,0.936075949
540.6428571,1.07278481
540.6785714,1.315822785
540.7142857,1.315822785
540.75,1.224683544
540.7857143,1.232278481
540.8214286,1.437341772
540.8571429,1.441139241
540.8928571,1.444936709
540.9285714,1.612025316
540.9642857,1.52278481
559,1.150632911
559.0357143,1.139240506
559.0714286,1.139240506
559.1071429,1.051898734
559.1428571,1.036708861
559.1785714,1.224683544
559.2142857,1.501898734
559.25,1.312025316
559.2857143,1.443037975
559.3214286,1.137341772
559.3571429,1.338607595
559.3928571,1.340506329
559.4285714,1.498101266
559.4642857,1.355696203
559.5,1.482911392
559.5357143,1.042405063
559.5714286,1.213291139
559.6071429,1.437341772
559.6428571,1.606329114
559.6785714,1.389873418
559.7142857,1.389873418
559.75,1.612025316
559.7857143,1.606329114
559.8214286,1.124050633
559.8571429,1.378481013
559.8928571,1.308227848
559.9285714,1.410759494
559.9642857,1.543670886
560,1.608227848
560.0357143,1.591139241
560.0714286,1.591139241
560.1071429,1.308227848
560.1428571,1.608227848
560.1785714,1.217088608
560.2142857,1.45443038
560.25,1.612025316
560.2857143,1.574050633
560.3214286,1.608227848
560.3571429,1.524683544
560.3928571,1.524683544
560.4285714,1.460126582
560.4642857,1.610126582
560.5,1.361392405
560.5357143,1.608227848
560.5714286,1.608227848
560.6071429,1.608227848
560.6428571,1.589240506
560.6785714,1.517088608
560.7142857,1.517088608
560.75,1.262658228
560.7857143,1.336708861
560.8214286,1.084177215
560.8571429,1.224683544
560.8928571,0.820253165
560.9285714,0.960759494
560.9642857,1.09556962
579,1.496202532
579.0357143,1.612025316
579.0714286,1.612025316
579.1071429,1.612025316
579.1428571,1.610126582
579.1785714,1.439240506
579.2142857,1.47721519
579.25,1.444936709
579.2857143,1.610126582
579.3214286,1.247468354
579.3571429,0.801265823
579.3928571,0.801265823
579.4285714,0.953164557
579.4642857,1.11835443
579.5,1.346202532
579.5357143,1.574050633
579.5714286,1.612025316
579.6071429,1.608227848
579.6428571,0.9
579.6785714,1.127848101
579.7142857,1.127848101
579.75,1.063291139
579.7857143,1.256962025
579.8214286,1.456329114
579.8571429,1.272151899
579.8928571,1.498101266
579.9285714,1.386075949
579.9642857,1.596835443
580,1.615822785
580.0357143,1.610126582
580.0714286,1.610126582
580.1071429,1.608227848
580.1428571,0.898101266
580.1785714,0.98164557
580.2142857,0.892405063
580.25,1.09556962
580.2857143,1.032911392
580.3214286,1.169620253
580.3571429,1.353797468
580.3928571,1.353797468
580.4285714,1.564556962
580.4642857,1.498101266
580.5,1.00443038
580.5357143,1.228481013
580.5714286,1.387974684
580.6071429,1.43164557
580.6428571,1.612025316
580.6785714,1.255063291
580.7142857,1.255063291
580.75,1.549367089
580.7857143,1.171518987
580.8214286,1.380379747
580.8571429,1.315822785
580.8928571,1.462025316
580.9285714,1.608227848
580.9642857,1.406962025
599,0.934177215
599.0357143,1.034810127
599.0714286,1.034810127
599.1071429,1.272151899
599.1428571,1.034810127
599.1785714,1.139240506
599.2142857,1.093670886
599.25,1.274050633
599.2857143,1.547468354
599.3214286,1.203797468
599.3571429,1.437341772
599.3928571,1.437341772
599.4285714,1.558860759
599.4642857,1.608227848
599.5,1.112658228
599.5357143,1.30443038
599.5714286,1.460126582
599.6071429,1.5
599.6428571,1.289240506
599.6785714,1.412658228
599.7142857,1.412658228
599.75,1.503797468
599.7857143,1.52278481
599.8214286,1.612025316
599.8571429,1.589240506
599.8928571,1.391772152
599.9285714,1.513291139
599.9642857,1.124050633
600,1.243670886
600.0357143,1.251265823
600.0714286,1.251265823
600.1071429,1.387974684
600.1428571,1.532278481
600.1785714,1.553164557
600.2142857,1.577848101
600.25,1.608227848
600.2857143,1.606329114
600.3214286,1.063291139
600.3571429,1.228481013
600.3928571,1.228481013
600.4285714,1.387974684
600.4642857,0.799367089
600.5,0.987341772
600.5357143,1.182911392
600.5714286,1.420253165
600.6071429,1.35
600.6428571,1.452531646
600.6785714,1.608227848
600.7142857,1.608227848
600.75,1.612025316
600.7857143,1.444936709
600.8214286,1.537974684
600.8571429,1.270253165
600.8928571,0.844936709
600.9285714,0.966455696
600.9642857,1.11835443
619,1.11835443
619.0357143,1.346202532
619.0714286,1.346202532
619.1071429,1.509493671
619.1428571,1.471518987
619.1785714,1.524683544
619.2142857,1.612025316
619.25,1.374683544
619.2857143,1.482911392
619.3214286,1.258860759
619.3571429,0.928481013
619.3928571,0.926582278
619.4285714,1.087974684
619.4642857,1.275949367
619.5,1.243670886
619.5357143,1.09556962
619.5714286,1.255063291
619.6071429,1.28164557
619.6428571,1.28164557
619.6785714,0.757594937
619.7142857,0.757594937
619.75,0.915189873
619.7857143,1.002531646
619.8214286,1.141139241
619.8571429,1.270253165
619.8928571,1.517088608
619.9285714,1.606329114
619.9642857,1.367088608
620,1.376582278
620.0357143,1.306329114
620.0714286,1.306329114
620.1071429,0.924683544
620.1428571,0.960759494
620.1785714,1.391772152
620.2142857,1.391772152
620.25,1.391772152
620.2857143,1.391772152
620.3214286,1.391772152
620.3571429,1.389873418
620.3928571,1.389873418
620.4285714,1.391772152
620.4642857,1.488607595
620.5,1.507594937
620.5357143,1.5
620.5714286,1.2
620.6071429,1.479113924
620.6428571,1.534177215
620.6785714,1.365189873
620.7142857,1.365189873
620.75,1.406962025
620.7857143,1.387974684
620.8214286,1.351898734
620.8571429,1.579746835
620.8928571,1.387974684
620.9285714,0.860126582
620.9642857,0.829746835
639,0.920886076
639.0357143,1.063291139
639.0714286,1.063291139
639.1071429,1.300632911
639.1428571,1.331012658
639.1785714,1.13164557
639.2142857,1.384177215
639.25,1.549367089
639.2857143,1.255063291
639.3214286,1.127848101
639.3571429,1.279746835
639.3928571,1.279746835
639.4285714,1.300632911
639.4642857,1.232278481
639.5,1.534177215
639.5357143,1.169620253
639.5714286,1.012025316
639.6071429,0.850632911
639.6428571,0.96835443
639.6785714,1.239873418
639.7142857,1.239873418
639.75,1.441139241
639.7857143,1.416455696
639.8214286,1.380379747
639.8571429,1.518987342
639.8928571,1.532278481
639.9285714,1.505696203
639.9642857,1.171518987
640,1.082278481
640.0357143,1.291139241
640.0714286,1.293037975
640.1071429,1.469620253
640.1428571,1.122151899
640.1785714,1.277848101
640.2142857,1.488607595
640.25,1.606329114
640.2857143,1.608227848
640.3214286,1.285443038
640.3571429,0.996835443
640.3928571,0.996835443
640.4285714,1.006329114
640.4642857,1.213291139
640.5,1.289240506
640.5357143,1.042405063
640.5714286,1.262658228
640.6071429,1.224683544
640.6428571,1.471518987
640.6785714,1.139240506
640.7142857,1.139240506
640.75,1.074683544
640.7857143,1.002531646
640.8214286,1.285443038
640.8571429,1.537974684
640.8928571,1.331012658
640.9285714,1.285443038
640.9642857,1.306329114
659,1.543670886
659.0357143,1.610126582
659.0714286,1.528481013
659.1071429,1.60443038
659.1428571,1.325316456
659.1785714,0.989240506
659.2142857,1.148734177
659.25,1.274050633
659.2857143,1.486708861
659.3214286,1.486708861
659.3571429,1.224683544
659.3928571,1.260759494
659.4285714,1.517088608
659.4642857,1.585443038
659.5,1.558860759
659.5357143,1.467721519
659.5714286,1.471518987
659.6071429,1.518987342
659.6428571,1.518987342
659.6785714,1.406962025
659.7142857,0.820253165
659.75,0.951265823
659.7857143,1.156329114
659.8214286,1.294936709
659.8571429,1.467721519
659.8928571,1.558860759
659.9285714,1.574050633
659.9642857,1.558860759
660,1.558860759
660.0357143,1.228481013
660.0714286,0.83164557
660.1071429,0.964556962
660.1428571,1.09556962
660.1785714,0.881012658
660.2142857,1.012025316
660.25,1.163924051
660.2857143,1.02721519
660.3214286,1.02721519
660.3571429,0.951265823
660.3928571,1.15443038
660.4285714,1.355696203
660.4642857,1.424050633
660.5,1.230379747
660.5357143,0.723417722
660.5714286,0.810759494
660.6071429,0.987341772
660.6428571,0.987341772
660.6785714,1.148734177
660.7142857,1.148734177
660.75,1.306329114
660.7857143,1.331012658
660.8214286,1.074683544
660.8571429,1.234177215
660.8928571,1.422151899
660.9285714,1.167721519
660.9642857,0.903797468
679,1.07278481
679.0357143,1.184810127
679.0714286,1.39556962
679.1071429,1.232278481
679.1428571,1.361392405
679.1785714,1.351898734
679.2142857,1.441139241
679.25,1.608227848
679.2857143,1.518987342
679.3214286,1.503797468
679.3571429,1.255063291
679.3928571,0.892405063
679.4285714,0.894303797
679.4642857,1.07278481
679.5,1.084177215
679.5357143,1.055696203
679.5714286,1.224683544
679.6071429,1.422151899
679.6428571,1.422151899
679.6785714,1.439240506
679.7142857,1.60443038
679.75,1.503797468
679.7857143,1.291139241
679.8214286,1.133544304
679.8571429,1.293037975
679.8928571,1.120253165
679.9285714,1.287341772
679.9642857,1.382278481
680,1.382278481
680.0357143,0.943670886
680.0714286,1.124050633
680.1071429,1.169620253
680.1428571,1.365189873
680.1785714,1.443037975
680.2142857,1.264556962
680.25,1.479113924
680.2857143,1.498101266
680.3214286,1.498101266
680.3571429,1.612025316
680.3928571,1.577848101
680.4285714,1.353797468
680.4642857,1.110759494
680.5,1.232278481
680.5357143,1.247468354
680.5714286,1.380379747
680.6071429,1.429746835
680.6428571,1.429746835
680.6785714,1.446835443
680.7142857,1.148734177
680.75,1.201898734
680.7857143,1.391772152
680.8214286,1.437341772
680.8571429,1.422151899
680.8928571,1.482911392
680.9285714,1.467721519
680.9642857,1.612025316
699,1.484810127
699.0357143,1.334810127
699.0714286,0.759493671
699.1071429,0.881012658
699.1428571,0.943670886
699.1785714,1.179113924
699.2142857,1.403164557
699.25,1.412658228
699.2857143,0.884810127
699.3214286,0.884810127
699.3571429,0.884810127
699.3928571,0.936075949
699.4285714,1.067088608
699.4642857,1.106962025
699.5,1.334810127
699.5357143,1.492405063
699.5714286,1.475316456
699.6071429,1.471518987
699.6428571,1.469620253
699.6785714,1.368987342
699.7142857,1.097468354
699.75,0.677848101
699.7857143,0.763291139
699.8214286,0.92278481
699.8571429,1.112658228
699.8928571,0.96835443
699.9285714,1.106962025
699.9642857,1.285443038
700,1.285443038
700.0357143,1.498101266
700.0714286,1.613924051
700.1071429,0.94556962
700.1428571,0.975949367
700.1785714,0.98164557
700.2142857,1.057594937
700.25,0.998734177
700.2857143,1.15443038
700.3214286,1.15443038
700.3571429,1.342405063
700.3928571,1.300632911
700.4285714,0.516455696
700.4642857,0.588607595
700.5,0.759493671
700.5357143,0.936075949
700.5714286,0.881012658
700.6071429,1.218987342
700.6428571,1.218987342
700.6785714,1.32721519
700.7142857,1.386075949
700.75,1.2
700.7857143,1.008227848
700.8214286,0.920886076
700.8571429,0.977848101
700.8928571,1.137341772
700.9285714,1.321518987
700.9642857,1.498101266
719,1.441139241
719.0357143,1.331012658
719.0714286,1.368987342
719.1071429,1.167721519
719.1428571,1.2
719.1785714,1.173417722
719.2142857,0.936075949
719.25,0.966455696
719.2857143,1.165822785
719.3214286,1.165822785
719.3571429,1.353797468
719.3928571,1.315822785
719.4285714,1.243670886
719.4642857,1.503797468
719.5,1.543670886
719.5357143,1.07278481
719.5714286,1.148734177
719.6071429,0.94556962
719.6428571,0.94556962
719.6785714,1.213291139
719.7142857,1.285443038
719.75,1.289240506
719.7857143,1.218987342
719.8214286,1.340506329
719.8571429,1.346202532
719.8928571,1.412658228
719.9285714,0.835443038
719.9642857,1.070886076
720,1.070886076
720.0357143,1.291139241
720.0714286,1.348101266
720.1071429,1.353797468
720.1428571,1.553164557
720.1785714,1.574050633
720.2142857,0.867721519
720.25,1.07278481
720.2857143,1.006329114
720.3214286,1.006329114
720.3571429,1.080379747
720.3928571,1.285443038
720.4285714,1.518987342
720.4642857,1.353797468
720.5,1.460126582
720.5357143,1.422151899
720.5714286,1.194303797
720.6071429,1.399367089
720.6428571,1.399367089
720.6785714,0.943670886
720.7142857,1.133544304
720.75,1.35
720.7857143,1.549367089
720.8214286,0.896202532
720.8571429,1.02721519
720.8928571,1.127848101
720.9285714,1.141139241
720.9642857,1.336708861
739,1.165822785
739.0357143,1.35
739.0714286,1.536075949
739.1071429,1.555063291
739.1428571,1.148734177
739.1785714,1.000632911
739.2142857,0.890506329
739.25,1.034810127
739.2857143,1.129746835
739.3214286,1.09556962
739.3571429,1.133544304
739.3928571,1.169620253
739.4285714,1.444936709
739.4642857,1.520886076
739.5,1.528481013
739.5357143,1.05
739.5714286,1.182911392
739.6071429,1.057594937
739.6428571,1.057594937
739.6785714,0.886708861
739.7142857,1.089873418
739.75,1.205696203
739.7857143,1.365189873
739.8214286,1.09556962
739.8571429,1.321518987
739.8928571,1.458227848
739.9285714,1.226582278
739.9642857,1.462025316
740,1.460126582
740.0357143,0.723417722
740.0714286,0.882911392
740.1071429,1.042405063
740.1428571,1.255063291
740.1785714,1.460126582
740.2142857,1.612025316
740.25,1.615822785
740.2857143,1.613924051
740.3214286,1.613924051
740.3571429,1.610126582
740.3928571,1.133544304
740.4285714,1.285443038
740.4642857,1.232278481
740.5,1.034810127
740.5357143,1.190506329
740.5714286,1.255063291
740.6071429,1.422151899
740.6428571,1.422151899
740.6785714,1.501898734
740.7142857,1.60443038
740.75,0.890506329
740.7857143,0.991139241
740.8214286,1.15443038
740.8571429,1.293037975
740.8928571,1.467721519
740.9285714,1.585443038
740.9642857,1.201898734
759,1.002531646
759.0357143,0.936075949
759.0714286,0.888607595
759.1071429,1.008227848
759.1428571,1.224683544
759.1785714,1.152531646
759.2142857,1.084177215
759.25,1.270253165
759.2857143,0.896202532
759.3214286,0.896202532
759.3571429,0.991139241
759.3928571,1.150632911
759.4285714,1.391772152
759.4642857,1.482911392
759.5,1.608227848
759.5357143,0.753797468
759.5714286,0.884810127
759.6071429,0.844936709
759.6428571,0.844936709
759.6785714,0.996835443
759.7142857,1.173417722
759.75,1.332911392
759.7857143,1.167721519
759.8214286,1.274050633
759.8571429,1.076582278
759.8928571,1.256962025
759.9285714,0.936075949
759.9642857,1.078481013
760,1.076582278
760.0357143,1.186708861
760.0714286,1.35
760.1071429,1.05
760.1428571,1.002531646
760.1785714,1.2
760.2142857,1.370886076
760.25,1.608227848
760.2857143,1.247468354
760.3214286,1.247468354
760.3571429,0.882911392
760.3928571,1.05
760.4285714,1.063291139
760.4642857,1.2
760.5,1.163924051
760.5357143,1.198101266
760.5714286,1.194303797
760.6071429,0.98164557
760.6428571,0.979746835
760.6785714,1.224683544
760.7142857,1.171518987
760.75,1.367088608
760.7857143,1.300632911
760.8214286,1.224683544
760.8571429,1.057594937
760.8928571,1.09556962
760.9285714,0.867721519
760.9642857,0.991139241
779,1.213291139
779.0357143,1.179113924
779.0714286,1.376582278
779.1071429,0.761392405
779.1428571,0.875316456
779.1785714,0.890506329
779.2142857,0.913291139
779.25,1.017721519
779.2857143,1.150632911
779.3214286,1.150632911
779.3571429,1.30443038
779.3928571,1.152531646
779.4285714,1.239873418
779.4642857,1.425949367
779.5,1.057594937
779.5357143,1.234177215
779.5714286,0.670253165
779.6071429,0.712025316
779.6428571,0.712025316
779.6785714,0.884810127
779.7142857,1.061392405
779.75,1.262658228
779.7857143,1.361392405
779.8214286,1.080379747
779.8571429,0.879113924
779.8928571,1.110759494
779.9285714,1.002531646
779.9642857,1.171518987
780,1.171518987
780.0357143,1.07278481
780.0714286,0.937974684
780.1071429,1.057594937
780.1428571,1.209493671
780.1785714,1.196202532
780.2142857,1.184810127
780.25,0.974050633
780.2857143,1.213291139
780.3214286,1.213291139
780.3571429,1.061392405
780.3928571,1.133544304
780.4285714,1.106962025
780.4642857,1.321518987
780.5,1.518987342
780.5357143,0.884810127
780.5714286,0.894303797
780.6071429,1.103164557
780.6428571,1.103164557
780.6785714,1.279746835
780.7142857,0.867721519
780.75,0.715822785
780.7857143,0.896202532
780.8214286,1.080379747
780.8571429,1.124050633
780.8928571,1.291139241
780.9285714,1.496202532
780.9642857,1.378481013
799,1.612025316
799.0357143,1.572151899
799.0714286,1.012025316
799.1071429,0.844936709
799.1428571,0.936075949
799.1785714,1.046202532
799.2142857,0.896202532
799.25,1.031012658
799.2857143,1.11835443
799.3214286,1.106962025
799.3571429,1.133544304
799.3928571,1.274050633
799.4285714,0.936075949
799.4642857,0.94556962
799.5,1.061392405
799.5357143,1.032911392
799.5714286,1.129746835
799.6071429,1.220886076
799.6428571,1.220886076
799.6785714,1.331012658
799.7142857,1.061392405
799.75,1.07278481
799.7857143,0.799367089
799.8214286,0.620886076
799.8571429,0.767088608
799.8928571,0.884810127
799.9285714,1.032911392
799.9642857,1.163924051
800,1.163924051
800.0357143,0.920886076
800.0714286,1.042405063
800.1071429,1.275949367
800.1428571,1.562658228
800.1785714,1.239873418
800.2142857,1.308227848
800.25,1.000632911
800.2857143,1.087974684
800.3214286,1.087974684
800.3571429,1.143037975
800.3928571,1.234177215
800.4285714,1.217088608
800.4642857,1.363291139
800.5,1.452531646
800.5357143,1.110759494
800.5714286,1.289240506
800.6071429,0.985443038
800.6428571,0.985443038
800.6785714,1.194303797
800.7142857,0.98164557
800.75,1.065189873
800.7857143,1.264556962
800.8214286,1.086075949
800.8571429,1.021518987
800.8928571,0.985443038
800.9285714,0.881012658
800.9642857,1.068987342
819,0.784177215
819.0357143,0.884810127
819.0714286,0.974050633
819.1071429,1.124050633
819.1428571,1.171518987
819.1785714,1.188607595
819.2142857,0.974050633
819.25,1.28164557
819.2857143,1.029113924
819.3214286,1.029113924
819.3571429,1.051898734
819.3928571,1.144936709
819.4285714,1.162025316
819.4642857,0.996835443
819.5,0.844936709
819.5357143,1.078481013
819.5714286,0.814556962
819.6071429,0.98164557
819.6428571,0.98164557
819.6785714,1.196202532
819.7142857,1.365189873
819.75,1.458227848
819.7857143,1.579746835
819.8214286,1.391772152
819.8571429,1.30443038
819.8928571,1.300632911
819.9285714,0.757594937
819.9642857,0.848734177
820,0.848734177
820.0357143,0.966455696
820.0714286,1.036708861
820.1071429,1.201898734
820.1428571,1.296835443
820.1785714,1.169620253
820.2142857,1.129746835
820.25,1.181012658
820.2857143,1.351898734
820.3214286,1.35
820.3571429,1.329113924
820.3928571,0.618987342
820.4285714,0.683544304
820.4642857,0.85443038
820.5,0.843037975
820.5357143,1.034810127
820.5714286,1.141139241
820.6071429,1.285443038
820.6428571,1.285443038
820.6785714,1.361392405
820.7142857,1.209493671
820.75,1.080379747
820.7857143,0.996835443
820.8214286,1.11835443
820.8571429,1.232278481
820.8928571,1.285443038
820.9285714,1.103164557
820.9642857,0.989240506
839,1.283544304
839.0357143,1.275949367
839.0714286,1.291139241
839.1071429,1.031012658
839.1428571,1.065189873
839.1785714,0.541139241
839.2142857,0.712025316
839.25,0.677848101
839.2857143,0.829746835
839.3214286,0.829746835
839.3571429,1.02721519
839.3928571,1.169620253
839.4285714,1.188607595
839.4642857,1.2
839.5,1.247468354
839.5357143,1.467721519
839.5714286,1.612025316
839.6071429,0.708227848
839.6428571,0.708227848
839.6785714,0.768987342
839.7142857,0.951265823
839.75,0.884810127
839.7857143,1.057594937
839.8214286,1.163924051
839.8571429,1.243670886
839.8928571,1.368987342
839.9285714,1.285443038
839.9642857,1.044303797
840,1.044303797
840.0357143,1.163924051
840.0714286,1.37278481
840.1071429,1.598734177
840.1428571,1.467721519
840.1785714,1.080379747
840.2142857,1.133544304
840.25,0.991139241
840.2857143,1.163924051
840.3214286,1.163924051
840.3571429,1.294936709
840.3928571,1.473417722
840.4285714,0.956962025
840.4642857,1.042405063
840.5,0.975949367
840.5357143,1.012025316
840.5714286,1.053797468
840.6071429,0.994936709
840.6428571,0.994936709
840.6785714,1.133544304
840.7142857,1.334810127
840.75,1.462025316
840.7857143,1.167721519
840.8214286,1.412658228
840.8571429,1.103164557
840.8928571,1.293037975
840.9285714,1.32721519
840.9642857,1.52278481
859,1.484810127
859.0357143,1.019620253
859.0714286,0.966455696
859.1071429,0.920886076
859.1428571,0.687341772
859.1785714,0.780379747
859.2142857,0.723417722
859.25,0.9
859.2857143,1.012025316
859.3214286,1.012025316
859.3571429,1.019620253
859.3928571,1.234177215
859.4285714,1.344303797
859.4642857,0.890506329
859.5,1.00443038
859.5357143,1.07278481
859.5714286,1.169620253
859.6071429,1.108860759
859.6428571,1.108860759
859.6785714,1.198101266
859.7142857,1.353797468
859.75,0.881012658
859.7857143,0.962658228
859.8214286,1.156329114
859.8571429,1.367088608
859.8928571,1.486708861
859.9285714,1.361392405
859.9642857,1.376582278
860,1.376582278
860.0357143,0.829746835
860.0714286,1.00443038
860.1071429,1.012025316
860.1428571,1.133544304
860.1785714,0.841139241
860.2142857,0.937974684
860.25,0.907594937
860.2857143,0.939873418
860.3214286,0.939873418
860.3571429,1.15443038
860.3928571,1.35
860.4285714,1.036708861
860.4642857,1.194303797
860.5,1.00443038
860.5357143,1.163924051
860.5714286,1.310126582
860.6071429,1.057594937
