Time (s),dp (N/m²),X O2 (%),X CO2 (%),T_MS1 (K),Light signal (-)
1317,53.36151551,20.66215296,0.228546337,323.8166667,0.954193094
1320,53.77972692,20.66256004,0.228546337,324.4833333,0.95278365
1323,53.7571209,20.65767514,0.228908385,324.1833333,0.953488372
1326,53.76842391,20.65767514,0.232528861,324.5166667,0.953840733
1329,53.79102993,20.66032113,0.229994528,324.2833333,0.955602537
1332,53.3502125,20.66174589,0.226917123,324.4833333,0.956307259
1335,53.44063659,20.65258671,0.229270432,324.7166667,0.954897815
1338,54.60484673,20.65462208,0.229994528,324.2833333,0.953840733
1341,54.31096844,20.66113527,0.230718623,324.2166667,0.955602537
1344,53.84754499,20.66337419,0.229451456,324.2166667,0.956307259
1347,54.18663532,20.66052466,0.230175551,324.7833333,0.951374207
1350,55.05696718,20.65991405,0.232347837,324.4833333,0.953488372
1353,53.858848,20.66133881,0.226917123,323.75,0.957364341
1356,53.31630346,20.66093174,0.228727361,325.0166667,0.95278365
1359,53.77972692,20.6607282,0.229994528,324.4833333,0.955250176
1362,54.28836242,20.6607282,0.230537599,324.0833333,0.954897815
1365,54.19793833,20.66032113,0.22963248,324.6166667,0.952078929
1368,54.22054435,20.65726806,0.230537599,324.6833333,0.953840733
1371,54.17533231,20.65726806,0.231804766,325.4833333,0.953136011
1374,54.18663532,20.66052466,0.231623742,324.75,0.95243129
1377,54.31096844,20.66052466,0.230175551,324.4833333,0.95243129
1380,54.27705941,20.6590999,0.229994528,324.7166667,0.95243129
1383,54.28836242,20.65604684,0.234520122,325.45,0.952078929
1386,54.83090695,20.6574716,0.232347837,324.6833333,0.955250176
1389,55.06827019,20.66439187,0.229451456,324.45,0.955954898
1392,54.20924134,20.66581663,0.227641218,324.4833333,0.953840733
1395,54.29966543,20.66174589,0.229451456,324.45,0.953840733
1398,53.74581789,20.65625038,0.231804766,324.9166667,0.95243129
1401,53.858848,20.6574716,0.226917123,324.8833333,0.954193094
1404,54.28836242,20.66133881,0.228365313,325.2833333,0.951726568
1407,54.28836242,20.66093174,0.229994528,325.0166667,0.953136011
1410,54.23184736,20.66133881,0.226012004,324.5833333,0.955954898
1413,54.19793833,20.65828575,0.228908385,325.45,0.954193094
1416,54.63875576,20.65848929,0.230537599,325.1166667,0.953840733
1419,54.28836242,20.66174589,0.229994528,324.55,0.955954898
1422,54.20924134,20.66256004,0.231442718,324.4166667,0.956307259
1425,53.87015101,20.65523269,0.229813504,324.7166667,0.954897815
1428,53.41803056,20.65625038,0.23108067,325.25,0.954545455
1431,53.33890949,20.6607282,0.229451456,325.35,0.95243129
1434,53.29369744,20.66093174,0.232528861,324.45,0.954545455
1437,53.87015101,20.6623565,0.230175551,324.4833333,0.955250176
1440,54.62745275,20.65482562,0.227822242,324.9833333,0.954193094
1443,54.66136179,20.65686099,0.227641218,324.2833333,0.955602537
1446,54.65005878,20.65665745,0.229089409,325.45,0.954545455
1449,54.74048286,20.65848929,0.232709885,325.1833333,0.956307259
1452,54.22054435,20.65889636,0.227279171,325.05,0.95701198
1455,54.19793833,20.65604684,0.23343398,326.8833333,0.95278365
1458,54.32227145,20.65604684,0.231442718,324.9833333,0.955250176
1461,54.61614974,20.65971051,0.228546337,325.35,0.955954898
1464,54.29966543,20.66133881,0.22963248,324.9833333,0.954545455
1467,54.31096844,20.65930344,0.229270432,325.5833333,0.954193094
1470,54.63875576,20.65665745,0.228727361,325.1833333,0.953840733
1473,54.61614974,20.65767514,0.230175551,325.0833333,0.954897815
1476,54.20924134,20.65991405,0.230718623,325.4833333,0.953136011
1479,53.7571209,20.66133881,0.230718623,325.3833333,0.954193094
1482,53.42933357,20.6623565,0.229089409,324.75,0.955602537
1485,53.44063659,20.65726806,0.22963248,324.95,0.953488372
1488,53.858848,20.65808221,0.227822242,324.5833333,0.954193094
1491,53.76842391,20.65889636,0.229270432,325.25,0.953136011
1494,52.99981915,20.65991405,0.232709885,325.55,0.954545455
1497,53.3502125,20.66296711,0.231985789,325.25,0.954193094
1500,54.29966543,20.65991405,0.227279171,325.05,0.951726568
