Time (s),dp (N/m²),X O2 (%),X CO2 (%),T_MS1 (K),Light signal (-)
1323,68.51885342,20.28131345,0.594139633,363.4833333,0.880348078
1326,69.03879193,20.26910088,0.603563277,364.85,0.878172589
1329,69.05009495,20.26055208,0.613168145,365.0833333,0.878897752
1332,69.88651777,20.25403871,0.620598327,364.9833333,0.879985497
1335,69.03879193,20.2501714,0.62259179,365.5833333,0.884699057
1338,69.02748892,20.24854306,0.630565643,365.4166667,0.881435823
1341,68.60927751,20.23897654,0.635096241,366.05,0.881073241
1344,69.02748892,20.23063129,0.646513349,367.85,0.883611313
1347,69.46830636,20.22248958,0.651225171,367.5166667,0.882886149
1350,68.5979745,20.21699392,0.659380248,369.4166667,0.881073241
1353,68.4962474,20.20620615,0.663367174,369.5166667,0.880348078
1356,68.92576182,20.20661324,0.667535325,370.4833333,0.883611313
1359,68.92576182,20.19969278,0.676234073,370.7833333,0.879622915
1362,68.91445881,20.18259519,0.685838942,371.1833333,0.877084844
1365,69.01618591,20.18259519,0.694718914,371.1833333,0.879260334
1368,68.99357989,20.18320582,0.695625034,372.6166667,0.881435823
1371,68.5979745,20.18259519,0.694900138,370.15,0.884699057
1374,70.25951714,20.18381645,0.695625034,372.8166667,0.881435823
1377,70.25951714,20.18259519,0.697799721,373.1166667,0.882886149
1380,70.24821412,20.17832079,0.697256049,371.5833333,0.880348078
1383,69.9204268,20.17730308,0.699611961,373.3166667,0.879622915
1386,70.3273352,20.17771016,0.697980945,372.7833333,0.881798405
1389,70.67772855,20.17730308,0.699249513,373.5166667,0.87853517
1392,70.76815264,20.17730308,0.700155632,374.1833333,0.877810007
1395,70.75684962,20.17974559,0.699249513,373.6166667,0.879260334
1398,70.23691111,20.18198456,0.696893602,373.5166667,0.878897752
1401,70.25951714,20.18809084,0.699430737,374.0166667,0.877084844
1404,69.8186997,20.18686959,0.699611961,373.35,0.875271936
1407,69.38918528,20.17547119,0.702149096,374.6833333,0.875634518
1410,70.31603219,20.17058616,0.707042142,373.95,0.874909355
1413,69.89782078,20.16814365,0.705229902,375.85,0.870920957
1416,70.24821412,20.16407279,0.708673157,375.5166667,0.872371284
1419,69.47960937,20.16386925,0.709398053,375.5166667,0.874184191
1422,70.74554661,20.16366571,0.710485396,376.9833333,0.875634518
1425,71.11854598,20.16183382,0.71157274,375.95,0.875634518
1428,70.70033457,20.16163028,0.712297636,376.2166667,0.879260334
1431,71.12984899,20.16163028,0.713747427,376.1166667,0.875997099
1434,71.63848449,20.16081611,0.715378443,377.25,0.878172589
1437,71.5480604,20.16163028,0.716828234,375.4833333,0.879260334
1440,71.53675739,20.16895782,0.711391516,375.7166667,0.878172589
1443,70.75684962,20.16855074,0.711029068,376.85,0.877447426
1446,70.66642554,20.16447988,0.713566203,376.8833333,0.874909355
1449,71.22027308,20.1597984,0.714472323,377.4166667,0.877810007
1452,69.79609368,20.16061257,0.714653547,375.5166667,0.877810007
1455,70.31603219,20.16325862,0.70649847,376.5166667,0.874184191
1458,71.10724297,20.16875428,0.699793185,374.8166667,0.876359681
1461,71.53675739,20.17262159,0.703598887,375.1166667,0.877084844
1464,71.10724297,20.17323222,0.702873991,374.65,0.877447426
1467,71.20897007,20.17811725,0.698524617,374.45,0.873459028
1470,71.62718148,20.18666605,0.692906675,373.65,0.872733865
1473,71.20897007,20.19012627,0.688919749,374.8166667,0.870558376
1476,71.66109051,20.18971919,0.689825868,374.7833333,0.874184191
1479,72.06799891,20.18564833,0.69634993,374.7166667,0.871283539
1482,71.52545438,20.18320582,0.692725451,373.3166667,0.867657723
1485,71.10724297,20.18401999,0.690731988,374.0833333,0.870558376
1488,71.61587847,20.1821881,0.691456884,374.7166667,0.865482234
1491,71.6497875,20.16834719,0.699068289,376.8166667,0.865119652
1494,70.75684962,20.16651531,0.704142559,373.35,0.866569978
1497,71.19766706,20.15572754,0.710122949,377.0166667,0.866207397
1500,70.71163758,20.14962126,0.724983311,378.45,0.867295141
